temperature;pressure [Pa];uptake [mol/g];min pressure [Pa];max pressure [Pa];min uptake [mol/g];max uptake [mol/g];langmuir K;langmuir qsat;langmuir K error;langmuir qsat error;sips_K
333;[73.9437, 117.06, 160.175, 209.435, 252.535, 307.954, 363.312, 412.556, 461.785, 517.173, 566.402, 615.63, 658.746, 701.847, 751.106, 794.207, 837.322, 880.438, 923.539, 972.798, 1015.91, 1059.03, 1102.13, 1151.37, 1194.49, 1243.75, 1286.85, 1336.09, 1385.34, 1434.57, 1483.81, 1533.04, 1588.4, 1643.77, 1699.13, 1748.34, 1809.84, 1865.2, 1920.54, 1975.9, 2037.37, 2092.71, 2154.2, 2209.54, 2271.01, 2326.35, 2387.82, 2443.16, 2504.63, 2559.97, 2621.44, 2676.77];[0.0613587, 0.0920481, 0.122738, 0.153437, 0.179752, 0.214836, 0.232423, 0.258749, 0.2807, 0.307035, 0.328987, 0.350938, 0.381627, 0.407943, 0.438642, 0.464958, 0.495647, 0.526336, 0.552652, 0.583351, 0.614041, 0.64473, 0.671045, 0.697371, 0.72806, 0.75876, 0.785075, 0.8114, 0.837726, 0.859677, 0.886002, 0.907954, 0.925541, 0.947502, 0.96509, 0.982667, 1.00026, 1.01785, 1.03106, 1.04865, 1.0575, 1.07071, 1.08394, 1.09715, 1.106, 1.11921, 1.12806, 1.14127, 1.15012, 1.16334, 1.17219, 1.18102];73.9437;2676.77;0.0613587;1.18102;0.000246153;3.12021395;0.000588063;5.179627989;3.65E-05
338;[92.3291, 153.846, 203.074, 258.432, 344.57, 399.928, 418.39, 455.285, 510.658, 566.015, 609.069, 664.426, 719.799, 775.156, 830.528, 885.901, 935.13, 990.503, 1039.75, 1095.12, 1150.48, 1162.81, 1212.06, 1261.28, 1310.53, 1359.77, 1415.16, 1439.78, 1489.03, 1538.27, 1593.64, 1642.87, 1692.12, 1716.72, 1772.08, 1827.45, 1882.81, 1938.17, 1987.37, 2036.59, 2098.1, 2153.44, 2208.79, 2270.3, 2325.64, 2387.12, 2442.48, 2497.82, 2547.02, 2608.51, 2663.85];[0.0482666, 0.070238, 0.0921892, 0.109776, 0.144911, 0.162498, 0.171276, 0.180085, 0.202046, 0.219634, 0.232826, 0.250414, 0.272375, 0.289962, 0.311924, 0.333885, 0.355836, 0.377798, 0.404123, 0.426084, 0.443671, 0.456814, 0.483139, 0.505091, 0.531416, 0.557741, 0.584077, 0.59724, 0.623565, 0.64989, 0.671852, 0.693803, 0.720128, 0.728917, 0.746504, 0.768465, 0.786053, 0.80364, 0.816843, 0.838794, 0.856391, 0.869605, 0.887192, 0.904789, 0.918002, 0.931225, 0.948813, 0.962026, 0.975229, 0.988452, 1.00166];92.3291;2663.85;0.0482666;1.00166;2.95E-05;14.37195172;0.000467646;215.7217734;1.00E-06
343;[73.8973, 166.149, 258.432, 350.652, 412.123, 467.449, 528.919, 608.837, 664.178, 725.664, 781.006, 842.491, 879.386, 934.728, 996.213, 1051.57, 1106.91, 1156.11, 1211.45, 1266.81, 1328.31, 1383.67, 1432.85, 1482.08, 1537.44, 1592.79, 1648.17, 1709.67, 1765.04, 1820.4, 1875.77, 1924.98, 1980.34, 2029.58, 2084.94, 2140.31, 2195.69, 2257.19, 2306.42, 2361.77, 2417.13, 2478.63, 2533.97, 2589.33, 2650.82, 2681.57];[0.0482363, 0.0746323, 0.109776, 0.127424, 0.136273, 0.145112, 0.153961, 0.167215, 0.180428, 0.193651, 0.206864, 0.220087, 0.228896, 0.242109, 0.255332, 0.272919, 0.286132, 0.299335, 0.312548, 0.330136, 0.347733, 0.36532, 0.374149, 0.3961, 0.413688, 0.431275, 0.453236, 0.470833, 0.492795, 0.510382, 0.532343, 0.54992, 0.567508, 0.593833, 0.61142, 0.633382, 0.655343, 0.67294, 0.694891, 0.712479, 0.730066, 0.747663, 0.760876, 0.778463, 0.791687, 0.800485];73.8973;2681.57;0.0482363;0.800485;2.90E-06;100;0.000603422;20660.70103;2.75E-07
348;[80.0103, 147.655, 209.156, 270.642, 338.272, 393.613, 455.084, 510.41, 614.903, 670.229, 731.7, 793.17, 891.534, 952.989, 1008.32, 1069.79, 1168.15, 1229.64, 1284.98, 1346.45, 1444.83, 1506.31, 1561.66, 1616.98, 1721.51, 1776.85, 1838.33, 1893.69, 1998.21, 2053.56, 2115.04, 2170.4, 2274.94, 2330.28, 2391.77, 2447.12, 2551.68, 2607.02, 2668.52];[0.0394982, 0.0571055, 0.0747028, 0.087926, 0.101159, 0.114372, 0.123221, 0.13206, 0.145354, 0.154193, 0.163042, 0.171891, 0.189549, 0.194024, 0.202863, 0.211712, 0.22937, 0.242593, 0.255806, 0.264655, 0.286687, 0.29991, 0.313123, 0.321962, 0.344004, 0.357217, 0.37044, 0.388027, 0.410069, 0.423282, 0.436506, 0.454093, 0.480509, 0.493722, 0.506945, 0.524532, 0.555323, 0.568536, 0.586133];80.0103;2668.52;0.0394982;0.586133;2.10E-06;100;0.000928713;43942.22333;1.02E-06
77;[31372.5, 47058.8, 62745.1, 125490.0, 203922.0, 313725.0, 392157.0, 549020.0, 674510.0, 831373.0, 1160780.0, 1317650.0, 1474510.0, 1631370.0, 1788240.0, 1976470.0, 2133330.0, 2290200.0, 2431370.0, 2588240.0, 2745100.0, 2886270.0, 3043140.0, 3200000.0, 3341180.0, 3498040.0, 3639220.0, 3796080.0, 3952940.0, 4094120.0, 4250980.0, 4392160.0, 4549020.0, 4705880.0, 4847060.0, 5003920.0, 5160780.0, 5317650.0, 5474510.0, 5631370.0, 5772550.0, 5929410.0, 6086270.0, 6274510.0, 6400000.0, 6556860.0, 6713730.0, 6870590.0, 7011760.0, 7168630.0, 7278430.0];[0.5639, 0.591683, 0.644466, 0.69171, 0.716737, 0.73622, 0.744581, 0.750191, 0.753012, 0.755844, 0.758736, 0.761569, 0.764401, 0.764455, 0.76451, 0.767353, 0.770185, 0.773017, 0.775844, 0.778676, 0.781509, 0.784336, 0.787168, 0.79, 0.795605, 0.801215, 0.804041, 0.809651, 0.815261, 0.818088, 0.82092, 0.826525, 0.829357, 0.83219, 0.837794, 0.840626, 0.843459, 0.846291, 0.849123, 0.851955, 0.854782, 0.854837, 0.857669, 0.854956, 0.857778, 0.857832, 0.857887, 0.855163, 0.852435, 0.852489, 0.849749];31372.5;7278430;0.5639;0.857887;5.50E-05;0.815675872;0.00018636;0.154324002;1.00E-06
353;[196.745, 258.215, 331.989, 387.299, 448.77, 504.096, 565.55, 608.589, 670.059, 725.385, 786.84, 842.166, 866.758, 928.228, 983.554, 1045.01, 1100.33, 1149.53, 1204.84, 1266.3, 1327.77, 1383.09, 1401.5, 1426.13, 1487.59, 1542.91, 1604.38, 1659.71, 1684.24, 1702.73, 1764.2, 1819.53, 1881.0, 1936.33, 1973.21, 2034.68, 2090.0, 2151.46, 2206.78, 2262.11, 2323.58, 2378.91, 2440.36, 2495.7, 2514.18];[0.0396897, 0.0485387, 0.061782, 0.0662469, 0.0750959, 0.0839348, 0.0884098, 0.0972286, 0.106078, 0.114917, 0.119391, 0.12823, 0.132645, 0.141494, 0.150333, 0.154808, 0.163647, 0.17685, 0.181315, 0.18579, 0.194639, 0.203478, 0.194759, 0.212296, 0.216771, 0.22561, 0.234459, 0.243298, 0.230216, 0.247743, 0.256592, 0.265431, 0.27428, 0.283119, 0.287553, 0.296402, 0.305241, 0.309716, 0.318555, 0.327394, 0.336243, 0.345082, 0.349557, 0.36277, 0.375923];196.745;2514.18;0.0396897;0.375923;3.05E-05;5.067534007;0.001473894;231.3542307;1.00E-06
363;[135.244, 202.842, 258.215, 319.608, 381.063, 442.517, 497.828, 559.283, 596.162, 657.616, 719.071, 774.382, 835.837, 891.147, 952.602, 1014.06, 1075.51, 1130.84, 1186.13, 1247.59, 1302.9, 1364.35, 1425.81, 1487.26, 1542.57, 1604.03, 1665.48, 1726.94, 1782.25, 1843.7, 1905.16, 1966.61, 2021.92, 2083.38, 2144.83, 2206.29, 2261.6, 2323.05, 2384.51, 2439.82, 2501.27, 2562.73, 2624.18, 2679.49];[0.0220924, 0.0265774, 0.0485387, 0.0355171, 0.039992, 0.0444669, 0.0489318, 0.0534067, 0.0578413, 0.0623162, 0.0667911, 0.0712559, 0.0757308, 0.0801957, 0.0846706, 0.0891455, 0.0936204, 0.102459, 0.10255, 0.107025, 0.11149, 0.115965, 0.12044, 0.124915, 0.129379, 0.133854, 0.138329, 0.142804, 0.147269, 0.151744, 0.156219, 0.160694, 0.165159, 0.169633, 0.174108, 0.178583, 0.183048, 0.187523, 0.191998, 0.196463, 0.200938, 0.205413, 0.209888, 0.214352];135.244;2679.49;0.0220924;0.214352;8.92E-05;1.08917844;0.002805093;29.1572289;1.00E-06
313;[41.7564, 52.1956, 62.6347, 75.1616, 85.6007, 96.0398, 106.479, 119.006, 129.445, 139.884, 148.235, 158.674, 167.026, 175.377, 185.816, 194.167, 202.519, 210.87, 219.221, 238.012, 248.451, 256.802, 267.241, 277.68, 290.207, 300.646, 313.173, 325.7, 340.315, 357.018, 375.808, 392.511, 411.301, 425.916, 444.706, 465.584, 484.375, 505.253, 517.78, 538.658, 557.449, 578.327, 597.117, 613.82, 634.698, 653.488, 674.367, 693.157, 699.42, 720.299, 739.089, 757.88, 778.758];[0.122286, 0.152031, 0.178471, 0.208216, 0.234656, 0.264401, 0.290842, 0.320587, 0.347027, 0.380077, 0.409822, 0.439567, 0.469312, 0.499058, 0.528803, 0.558548, 0.588293, 0.618038, 0.647783, 0.707274, 0.737019, 0.766764, 0.793204, 0.822949, 0.84939, 0.879135, 0.905575, 0.93532, 0.94854, 0.971675, 0.9882, 1.00473, 1.01795, 1.02786, 1.03778, 1.04769, 1.05761, 1.06422, 1.07413, 1.08074, 1.08735, 1.09396, 1.09396, 1.10388, 1.10718, 1.11379, 1.1171, 1.12371, 1.12371, 1.12701, 1.13032, 1.13693, 1.13693];41.7564;778.758;0.122286;1.13693;0.002386776;1.88978276;0.003324788;1.30157739;2.93E-05
323;[54.2834, 68.8981, 81.4251, 96.0398, 108.567, 121.094, 133.621, 144.06, 156.587, 169.114, 181.641, 194.167, 206.694, 217.134, 231.748, 240.1, 252.627, 265.153, 277.68, 290.207, 302.734, 315.261, 325.7, 334.052, 348.666, 363.281, 377.896, 394.598, 417.564, 428.004, 444.706, 463.497, 482.287, 501.077, 517.78, 536.57, 557.449, 576.239, 599.205, 609.644, 630.522, 649.313, 670.191, 691.069, 701.508, 722.387, 741.177, 762.055, 791.285, 812.163, 830.953, 851.832, 868.534];[0.0991505, 0.122286, 0.148726, 0.175166, 0.198301, 0.224741, 0.254486, 0.271011, 0.297452, 0.323892, 0.350332, 0.376772, 0.403212, 0.429652, 0.459397, 0.479228, 0.505668, 0.532108, 0.558548, 0.584988, 0.611428, 0.637868, 0.670919, 0.674224, 0.697359, 0.720494, 0.743629, 0.763459, 0.793204, 0.803119, 0.819644, 0.836169, 0.852695, 0.865915, 0.879135, 0.88905, 0.90227, 0.912185, 0.932015, 0.932015, 0.938625, 0.94854, 0.958455, 0.96837, 0.971675, 0.978285, 0.984895, 0.991505, 1.00142, 1.00473, 1.01134, 1.01795, 1.02456];54.2834;868.534;0.0991505;1.02456;0.001430335;1.961527636;0.002673933;2.101595669;5.13E-05
333;[56.3712, 70.986, 87.6885, 102.303, 119.006, 133.621, 137.796, 152.411, 169.114, 185.816, 202.519, 219.221, 227.573, 233.836, 250.539, 267.241, 283.944, 302.734, 329.876, 346.579, 365.369, 382.071, 400.862, 417.564, 434.267, 453.057, 471.848, 490.638, 509.429, 519.868, 538.658, 557.449, 574.151, 592.942, 603.381, 613.82, 632.61, 651.401, 670.191, 691.069, 699.42, 718.211, 737.001, 755.792, 776.67, 787.109, 803.812, 824.69, 843.48, 872.71];[0.0826254, 0.102456, 0.125591, 0.145421, 0.168556, 0.175166, 0.191691, 0.211521, 0.231351, 0.251181, 0.271011, 0.290842, 0.290842, 0.307367, 0.327197, 0.347027, 0.363552, 0.383382, 0.409822, 0.426347, 0.446177, 0.462702, 0.479228, 0.495753, 0.512278, 0.528803, 0.545328, 0.558548, 0.591598, 0.584988, 0.601513, 0.614733, 0.631258, 0.647783, 0.667614, 0.661004, 0.674224, 0.690749, 0.703969, 0.727104, 0.723799, 0.737019, 0.750239, 0.763459, 0.776679, 0.779984, 0.796509, 0.809729, 0.819644, 0.819644];56.3712;872.71;0.0826254;0.819644;0.000674126;2.260166606;0.002624908;6.287097261;0.01005161
343;[45.9321, 64.7225, 85.6007, 104.391, 125.269, 141.972, 160.762, 181.641, 200.431, 219.221, 235.924, 254.714, 275.593, 294.383, 315.261, 329.876, 348.666, 369.545, 388.335, 409.213, 423.828, 444.706, 463.497, 482.287, 503.165, 515.692, 534.483, 555.361, 574.151, 592.942, 605.468, 626.347, 645.137, 663.927, 684.806, 699.42, 718.211, 739.089, 757.88, 778.758, 789.197, 807.987, 828.865, 847.656];[0.0330502, 0.0429652, 0.0561853, 0.0661004, 0.0760154, 0.0859305, 0.0991505, 0.109066, 0.118981, 0.132201, 0.142116, 0.152031, 0.161946, 0.171861, 0.185081, 0.194996, 0.204911, 0.214826, 0.224741, 0.234656, 0.247876, 0.254486, 0.267706, 0.277621, 0.287537, 0.297452, 0.307367, 0.317282, 0.330502, 0.340417, 0.350332, 0.356942, 0.370162, 0.380077, 0.389992, 0.399907, 0.409822, 0.423042, 0.432957, 0.442872, 0.452787, 0.462702, 0.472618, 0.482533];45.9321;847.656;0.0330502;0.482533;6.08E-05;9.809002828;0.00332467;516.0576864;3.75E-07
353;[39.6686, 73.0738, 110.655, 135.708, 156.587, 175.377, 196.255, 215.046, 233.836, 254.714, 273.505, 294.383, 313.173, 334.052, 354.93, 373.72, 394.598, 413.389, 434.267, 453.057, 473.936, 492.726, 511.516, 532.395, 551.185, 572.063, 590.854, 611.732, 632.61, 651.401, 672.279, 691.069, 711.947, 730.738, 751.616, 770.406, 791.285, 812.163, 830.953, 851.832, 870.622];[0.0198301, 0.0297452, 0.0396602, 0.0495753, 0.0561853, 0.0627953, 0.0694054, 0.0760154, 0.0826254, 0.0859305, 0.0925405, 0.0991505, 0.105761, 0.112371, 0.118981, 0.125591, 0.132201, 0.138811, 0.145421, 0.152031, 0.155336, 0.161946, 0.168556, 0.175166, 0.181776, 0.188386, 0.194996, 0.201606, 0.208216, 0.214826, 0.218131, 0.224741, 0.231351, 0.237961, 0.244571, 0.251181, 0.257791, 0.264401, 0.271011, 0.274316, 0.280926];39.6686;870.622;0.0198301;0.280926;9.67E-05;3.609773231;0.00584876;205.4137836;4.22E-05
363;[83.5129, 104.391, 125.269, 135.708, 154.499, 173.289, 194.167, 215.046, 238.012, 258.89, 277.68, 298.559, 319.437, 334.052, 354.93, 373.72, 394.598, 413.389, 423.828, 444.706, 463.497, 484.375, 505.253, 515.692, 536.57, 555.361, 576.239, 597.117, 615.908, 636.786, 657.664, 676.454, 699.42, 720.299, 741.177, 759.967, 789.197, 810.075, 830.953, 849.744];[0.0231351, 0.0264401, 0.0297452, 0.0363552, 0.0363552, 0.0396602, 0.0429652, 0.0462702, 0.0495753, 0.0561853, 0.0594903, 0.0627953, 0.0661004, 0.0661004, 0.0727104, 0.0760154, 0.0826254, 0.0859305, 0.0826254, 0.0892355, 0.0925405, 0.0991505, 0.102456, 0.102456, 0.109066, 0.112371, 0.115676, 0.118981, 0.122286, 0.125591, 0.128896, 0.135506, 0.138811, 0.142116, 0.145421, 0.148726, 0.155336, 0.158641, 0.161946, 0.168556];83.5129;849.744;0.0231351;0.168556;0.000151673;1.44322358;0.010670768;92.76770579;1.00E-06
303;[7.81, 17.5718, 33.1911, 48.8105, 58.5726, 66.3823, 78.0968, 91.7637, 105.431, 119.098, 132.765, 146.431, 162.051, 177.67, 193.29, 205.004, 220.623, 238.195, 253.815, 259.672, 277.244, 294.815, 314.34, 331.911, 349.483, 370.96, 388.532, 406.103, 425.627, 443.199, 460.771, 480.295, 497.867, 515.439, 533.011, 536.915, 554.487, 572.059, 591.583, 609.155, 626.727, 646.251, 663.823, 681.394, 697.014, 712.633, 730.205, 747.777, 757.539, 775.111, 792.682, 808.302];[0.0449665, 0.0946663, 0.132533, 0.151466, 0.162116, 0.172766, 0.182233, 0.195249, 0.203533, 0.210633, 0.218916, 0.227199, 0.233116, 0.239032, 0.246132, 0.250866, 0.256782, 0.263882, 0.267432, 0.270982, 0.276899, 0.281632, 0.289916, 0.294649, 0.300566, 0.306482, 0.312399, 0.317132, 0.324232, 0.328966, 0.333699, 0.339615, 0.344349, 0.350265, 0.353815, 0.356182, 0.360915, 0.366832, 0.371565, 0.376299, 0.382215, 0.386949, 0.391682, 0.397599, 0.399965, 0.405882, 0.410615, 0.416532, 0.418899, 0.423632, 0.428365, 0.433098];7.81;808.302;0.0449665;0.433098;0.006139729;0.475028276;0.023284037;0.541311854;0.003216107
308;[15.6194, 27.3339, 39.0484, 50.7629, 60.525, 70.2871, 82.0016, 95.6686, 109.335, 124.955, 152.289, 167.908, 185.48, 206.956, 224.528, 242.1, 263.577, 281.148, 298.72, 318.244, 335.816, 355.34, 372.912, 390.484, 410.008, 427.58, 445.152, 464.676, 482.248, 499.819, 519.344, 536.915, 554.487, 574.011, 591.583, 609.155, 626.727, 648.203, 665.775, 685.299, 702.871, 720.443, 739.967, 757.539, 777.063, 794.635, 804.397];[0.0804664, 0.104133, 0.13135, 0.143183, 0.153833, 0.163299, 0.172766, 0.182233, 0.190516, 0.198799, 0.209449, 0.216549, 0.221283, 0.229566, 0.234299, 0.239032, 0.244949, 0.249682, 0.254416, 0.259149, 0.263882, 0.267432, 0.272166, 0.275716, 0.280449, 0.283999, 0.288732, 0.292282, 0.295832, 0.299382, 0.304116, 0.307666, 0.311216, 0.314766, 0.318316, 0.323049, 0.326599, 0.331332, 0.334882, 0.338432, 0.341982, 0.345532, 0.349082, 0.352632, 0.356182, 0.359732, 0.362099];15.6194;804.397;0.0804664;0.362099;0.008752302;0.378959333;0.040786723;0.441640337;0.003770649
298;[219608.0, 376471.0, 517647.0, 674510.0, 815686.0, 972549.0, 1113730.0, 1254900.0, 1411760.0, 1552940.0, 1678430.0, 1835290.0, 1976470.0, 2117650.0, 2258820.0, 2415690.0, 2572550.0, 2713730.0, 2870590.0, 3011760.0, 3168630.0, 3325490.0, 3466670.0, 3623530.0, 3780390.0, 3921570.0, 4062750.0, 4219610.0, 4360780.0, 4517650.0, 4658820.0, 4815690.0, 4956860.0, 5113730.0, 5270590.0, 5411760.0, 5568630.0, 5725490.0, 5866670.0, 6023530.0, 6164710.0, 6305880.0, 6447060.0, 6603920.0, 6760780.0, 6901960.0, 7058820.0];[0.00840959, 0.0140196, 0.0196242, 0.0252342, 0.0308388, 0.0364488, 0.0448312, 0.047658, 0.053268, 0.0616503, 0.0644717, 0.0700817, 0.0784641, 0.0812908, 0.0868954, 0.0925054, 0.0953377, 0.100942, 0.106552, 0.109379, 0.114989, 0.120599, 0.126204, 0.129036, 0.134646, 0.143028, 0.145855, 0.151465, 0.15707, 0.159902, 0.165507, 0.171117, 0.176721, 0.182331, 0.185163, 0.190768, 0.1936, 0.19921, 0.204815, 0.210425, 0.216029, 0.216078, 0.221683, 0.224515, 0.230125, 0.23573, 0.238562];219608;7058820;0.00840959;0.238562;2.36E-08;1.677863274;5.97E-07;35.43545814;1.00E-06
313;[11.7145, 21.4766, 39.0484, 54.6677, 64.4298, 74.1919, 85.9065, 99.5734, 113.24, 126.907, 150.336, 165.956, 183.527, 203.052, 220.623, 238.195, 261.624, 279.196, 298.72, 318.244, 335.816, 355.34, 370.96, 388.532, 406.103, 427.58, 443.199, 462.723, 480.295, 497.867, 517.391, 534.963, 552.535, 572.059, 591.583, 611.107, 628.679, 646.251, 663.823, 683.347, 698.966, 716.538, 736.062, 755.586, 775.111, 796.587];[0.0473332, 0.0709997, 0.097033, 0.11715, 0.1278, 0.137266, 0.146733, 0.156199, 0.164483, 0.172766, 0.183416, 0.189333, 0.195249, 0.201166, 0.205899, 0.211816, 0.216549, 0.221283, 0.224833, 0.229566, 0.233116, 0.235483, 0.237849, 0.241399, 0.244949, 0.247316, 0.250866, 0.254416, 0.256782, 0.260332, 0.262699, 0.263882, 0.267432, 0.269799, 0.273349, 0.275716, 0.278082, 0.279266, 0.282816, 0.285182, 0.286366, 0.289916, 0.292282, 0.294649, 0.297016, 0.302932];11.7145;796.587;0.0473332;0.302932;0.008855113;0.323627573;0.04917767;0.452568762;0.030038383
323;[5.86, 15.6194, 27.3339, 39.0484, 54.6677, 70.2871, 93.7161, 113.24, 130.812, 148.384, 167.908, 185.48, 201.099, 220.623, 238.195, 257.719, 275.291, 287.006, 306.53, 324.102, 343.626, 367.055, 386.579, 404.151, 423.675, 441.247, 449.057, 468.581, 486.152, 505.677, 533.011, 552.535, 570.107, 589.631, 613.06, 632.584, 650.156, 669.68, 693.109, 712.633, 730.205, 749.729, 767.301];[0.0307666, 0.0638998, 0.082833, 0.0958497, 0.108866, 0.1207, 0.130166, 0.13135, 0.141999, 0.146733, 0.150283, 0.155016, 0.158566, 0.160933, 0.164483, 0.166849, 0.170399, 0.171583, 0.175133, 0.177499, 0.179866, 0.183416, 0.185783, 0.188149, 0.190516, 0.194066, 0.194066, 0.196433, 0.198799, 0.201166, 0.204716, 0.207083, 0.209449, 0.210633, 0.214183, 0.216549, 0.218916, 0.221283, 0.223649, 0.226016, 0.228383, 0.230749, 0.230749];5.86;767.301;0.0307666;0.230749;0.012289965;0.235596023;0.0994973;0.405824493;0.043167043
333;[35.1436, 46.8581, 60.525, 74.1919, 91.7637, 111.288, 128.86, 148.384, 165.956, 185.48, 203.052, 220.623, 240.148, 259.672, 277.244, 296.768, 314.34, 333.864, 351.436, 370.96, 390.484, 408.056, 427.58, 445.152, 462.723, 482.248, 501.772, 519.344, 527.153, 546.677, 564.249, 583.773, 601.345, 618.917, 638.441, 656.013, 675.537, 695.061, 712.633, 732.157, 749.729, 763.396];[0.0686331, 0.0780997, 0.086383, 0.0946663, 0.100583, 0.107683, 0.111233, 0.115966, 0.119516, 0.123066, 0.125433, 0.128983, 0.13135, 0.1349, 0.137266, 0.139633, 0.141999, 0.144366, 0.146733, 0.149099, 0.151466, 0.152649, 0.155016, 0.157383, 0.159749, 0.162116, 0.163299, 0.165666, 0.166849, 0.168033, 0.170399, 0.172766, 0.175133, 0.176316, 0.178683, 0.181049, 0.182233, 0.184599, 0.185783, 0.188149, 0.190516, 0.186966];35.1436;763.396;0.0686331;0.190516;0.009508914;0.201376408;0.09164256;0.464730597;0.002447158
343;[3.9, 17.5718, 31.2387, 42.9532, 56.6202, 72.2395, 87.8589, 105.431, 119.098, 136.669, 156.194, 173.765, 193.29, 208.909, 228.433, 246.005, 265.529, 292.863, 312.387, 329.959, 349.483, 367.055, 380.722, 398.294, 417.818, 435.39, 462.723, 482.248, 499.819, 519.344, 546.677, 566.202, 585.726, 603.298, 630.632, 648.203, 667.728, 685.299, 704.823, 718.49, 738.015, 755.586, 775.111, 794.635];[0.0177499, 0.0354999, 0.0473332, 0.0567998, 0.0650831, 0.0733664, 0.0792831, 0.0851997, 0.0887497, 0.0922997, 0.0958497, 0.0993996, 0.101766, 0.105316, 0.107683, 0.11005, 0.112416, 0.115966, 0.11715, 0.119516, 0.121883, 0.123066, 0.125433, 0.126616, 0.1278, 0.130166, 0.132533, 0.133716, 0.136083, 0.137266, 0.139633, 0.140816, 0.141999, 0.143183, 0.145549, 0.146733, 0.149099, 0.150283, 0.151466, 0.152649, 0.153833, 0.156199, 0.157383, 0.157383];3.9;794.635;0.0177499;0.157383;0.008920662;0.168974527;0.098584549;0.465325325;0.033395598
353;[37.096, 50.7629, 66.3823, 82.0016, 99.5734, 117.145, 142.527, 160.098, 177.67, 197.194, 203.052, 210.861, 230.386, 247.957, 267.481, 285.053, 302.625, 320.197, 339.721, 359.245, 376.817, 394.389, 413.913, 433.437, 451.009, 468.581, 488.105, 507.629, 525.201, 544.725, 564.249, 581.821, 601.345, 620.869, 640.394, 659.918, 679.442, 698.966, 710.681, 714.586, 732.157, 751.682, 771.206, 794.635];[0.0236666, 0.0307666, 0.0390499, 0.0449665, 0.0520665, 0.0650831, 0.0650831, 0.0709997, 0.0745497, 0.0792831, 0.082833, 0.082833, 0.0851997, 0.0887497, 0.0922997, 0.0946663, 0.097033, 0.0993996, 0.101766, 0.104133, 0.104133, 0.107683, 0.108866, 0.11005, 0.112416, 0.1136, 0.1136, 0.114783, 0.11715, 0.115966, 0.118333, 0.119516, 0.119516, 0.1207, 0.121883, 0.121883, 0.121883, 0.123066, 0.125433, 0.125433, 0.12425, 0.12425, 0.12425, 0.130166];37.096;794.635;0.0236666;0.130166;0.005108263;0.159097841;0.067658692;0.687891166;4.86E-07
373;[37.096, 54.6677, 72.2395, 91.7637, 109.335, 124.955, 144.479, 164.003, 181.575, 201.099, 218.671, 238.195, 255.767, 275.291, 287.006, 306.53, 324.102, 343.626, 363.15, 380.722, 398.294, 417.818, 437.342, 456.866, 466.628, 486.152, 505.677, 525.201, 540.82, 560.344, 579.869, 597.44, 616.965, 636.489, 654.061, 673.585, 693.109, 712.633, 730.205, 749.729, 769.253, 788.778, 796.587];[0.0130166, 0.0177499, 0.0224833, 0.0272166, 0.0295832, 0.0343165, 0.0366832, 0.0402332, 0.0425998, 0.0449665, 0.0473332, 0.0485165, 0.0508832, 0.0532498, 0.0544331, 0.0556165, 0.0579831, 0.0591665, 0.0603498, 0.0615331, 0.0638998, 0.0650831, 0.0662664, 0.0674498, 0.0686331, 0.0686331, 0.0698164, 0.0709997, 0.0721831, 0.0733664, 0.0745497, 0.0757331, 0.0769164, 0.0780997, 0.0780997, 0.0792831, 0.0792831, 0.0816497, 0.0816497, 0.0816497, 0.082833, 0.0840164, 0.086383];37.096;796.587;0.0130166;0.086383;0.003041267;0.117397618;0.068487213;1.102858294;0.005148335
393;[35.1436, 52.7153, 72.2395, 89.8113, 109.335, 126.907, 144.479, 164.003, 183.527, 201.099, 220.623, 238.195, 257.719, 277.244, 296.768, 314.34, 333.864, 353.388, 372.912, 390.484, 410.008, 429.532, 447.104, 466.628, 486.152, 503.724, 523.248, 542.773, 562.297, 579.869, 599.393, 618.917, 638.441, 657.965, 677.49, 697.014, 716.538, 734.11, 753.634, 773.158, 792.682];[0.00709997, 0.00946663, 0.0118333, 0.0141999, 0.0153833, 0.0177499, 0.0201166, 0.0212999, 0.0224833, 0.0248499, 0.0260332, 0.0272166, 0.0283999, 0.0295832, 0.0307666, 0.0319499, 0.0331332, 0.0343165, 0.0354999, 0.0366832, 0.0366832, 0.0378665, 0.0390499, 0.0390499, 0.0402332, 0.0402332, 0.0425998, 0.0425998, 0.0425998, 0.0437832, 0.0437832, 0.0449665, 0.0461498, 0.0461498, 0.0473332, 0.0473332, 0.0473332, 0.0485165, 0.0485165, 0.0496998, 0.0508832];35.1436;792.682;0.00709997;0.0508832;0.002349385;0.076060203;0.097914984;1.495730101;0.003633067
