experiment;temperature;pressure [Pa];uptake [mol/g]
10.1002adfm.200800058.Isotherm59;323;341.395;1.3374
10.1002adfm.200800058.Isotherm59;323;351.436;1.39366
10.1002adfm.200800058.Isotherm59;323;364.824;1.45617
10.1002adfm.200800058.Isotherm59;323;374.865;1.51243
10.1002adfm.200800058.Isotherm59;323;384.906;1.57495
10.1002adfm.200800058.Isotherm59;323;394.947;1.63121
10.1002adfm.200800058.Isotherm59;323;404.988;1.69373
10.1002adfm.200800058.Isotherm59;323;418.376;1.74998
10.1002adfm.200800058.Isotherm59;323;431.764;1.85002
10.1002adfm.200800058.Isotherm59;323;441.805;1.86249
10.1002adfm.200800058.Isotherm59;323;455.193;1.91874
10.1002adfm.200800058.Isotherm59;323;468.581;1.97499
10.1002adfm.200800058.Isotherm59;323;485.316;2.03122
10.1002adfm.200800058.Isotherm59;323;502.051;2.08746
10.1002adfm.200800058.Isotherm59;323;522.133;2.13743
10.1002adfm.200800058.Isotherm59;323;538.868;2.23745
10.1002adfm.200800058.Isotherm59;323;635.931;2.24959
10.1002adfm.200800058.Isotherm59;323;662.707;2.25574
10.1002adfm.200800058.Isotherm59;323;696.177;2.25561
10.1002adfm.200800058.Isotherm59;323;729.647;2.26173
10.1002adfm.200800058.Isotherm59;323;759.77;2.26787
10.1002adfm.200800058.Isotherm59;323;769.811;2.26783
10.1002adfm.200800058.Isotherm59;323;803.281;2.2677
10.1002adfm.200800058.Isotherm59;323;836.751;2.27382
10.1002adfm.200800058.Isotherm59;323;880.262;2.27365
10.1002adfm.200800058.Isotherm59;323;913.732;2.27352
10.1002adfm.200800058.Isotherm59;323;947.202;2.27965
10.1002adfm.200800058.Isotherm59;323;987.366;2.27949
10.1002adfm.200800058.Isotherm59;323;1020.84;2.28562
10.1002adfm.200800058.Isotherm59;323;1054.31;2.28549
10.1002adfm.200800058.Isotherm59;323;1094.47;2.28533
10.1002adfm.200800058.Isotherm59;323;1127.94;2.29145
10.1002adfm.200800058.Isotherm59;323;1161.41;2.29132
10.1002adfm.200800058.Isotherm59;323;1198.23;2.29118
10.1002adfm.200800058.Isotherm59;323;1231.7;2.2973
10.1002adfm.200800058.Isotherm59;323;1265.17;2.29717
10.1002adfm.200800058.Isotherm59;323;1305.33;2.29702
10.1002adfm.200800058.Isotherm59;323;1338.8;2.29688
10.1002adfm.200800058.Isotherm59;323;1372.27;2.30301
10.1002adfm.200800058.Isotherm59;323;1409.09;2.29661
10.1002adfm.200800058.Isotherm59;323;1442.56;2.30273
10.1002adfm.200800058.Isotherm59;323;1476.03;2.3026
10.1002adfm.200800058.Isotherm59;323;1516.19;2.30245
10.1002adfm.200800058.Isotherm59;323;1549.66;2.30232
10.1002adfm.200800058.Isotherm59;323;1579.79;2.30845
10.1002adfm.200800058.Isotherm6;313;68.2247;0.341392
10.1002adfm.200800058.Isotherm6;313;136.449;0.735758
10.1002adfm.200800058.Isotherm6;313;227.416;0.9712
10.1002adfm.200800058.Isotherm6;313;250.157;1.03006
10.1002adfm.200800058.Isotherm6;313;272.899;1.08892
10.1002adfm.200800058.Isotherm6;313;318.382;1.14778
10.1002adfm.200800058.Isotherm6;313;341.123;1.20664
10.1002adfm.200800058.Isotherm6;313;454.831;1.44797
10.1002adfm.200800058.Isotherm6;313;773.213;1.68341
10.1002adfm.200800058.Isotherm6;313;977.887;1.74227
10.1002adfm.200800058.Isotherm6;313;1114.34;1.78936
10.1002adfm.200800058.Isotherm6;313;1250.79;1.83645
10.1002adfm.200800058.Isotherm6;313;1409.98;1.87177
10.1002adfm.200800058.Isotherm6;313;2296.9;2.01303
10.1002adfm.200800058.Isotherm6;313;2501.57;2.03658
10.1002adfm.200800058.Isotherm6;313;2706.25;2.05424
10.1002adfm.200800058.Isotherm6;313;2910.92;2.06601
10.1002adfm.200800058.Isotherm6;313;3115.59;2.07778
10.1002adfm.200800058.Isotherm6;313;3320.27;2.08955
10.1002adfm.200800058.Isotherm6;313;3524.94;2.10721
10.1002adfm.200800058.Isotherm6;313;3820.58;2.11898
10.1002adfm.200800058.Isotherm6;313;4048;2.12487
10.1002adfm.200800058.Isotherm6;313;4252.67;2.13664
10.1002adfm.200800058.Isotherm6;313;4480.09;2.14253
10.1002adfm.200800058.Isotherm6;313;4707.5;2.14841
10.1002adfm.200800058.Isotherm6;313;4912.18;2.14841
10.1002adfm.200800058.Isotherm6;313;5139.59;2.16019
10.1002adfm.200800058.Isotherm6;313;5367.01;2.16607
10.1002adfm.200800058.Isotherm6;313;5571.68;2.17196
10.1002adfm.200800058.Isotherm6;313;5799.1;2.17196
10.1002adfm.200800058.Isotherm6;313;6003.77;2.16607
10.1002adfm.200800058.Isotherm6;313;6208.44;2.18373
10.1002adfm.200800058.Isotherm6;313;6435.86;2.18373
10.1002adfm.200800058.Isotherm6;313;6663.28;2.18962
10.1002adfm.200800058.Isotherm6;313;6890.69;2.18962
10.1002adfm.200800058.Isotherm6;313;7072.62;2.1955
10.1002adfm.200800058.Isotherm6;313;7277.3;2.1955
10.1002adfm.200800058.Isotherm6;313;7504.71;2.1955
10.1002adfm.200800058.Isotherm6;313;7732.13;2.20139
10.1002adfm.200800058.Isotherm6;313;7959.54;2.20727
10.1002adfm.200800058.Isotherm6;313;8209.7;2.20727
10.1002adfm.200800058.Isotherm6;313;8437.12;2.20727
10.1002adfm.200800058.Isotherm6;313;8664.53;2.21316
10.1002adfm.200800058.Isotherm6;313;8891.95;2.21316
10.1002adfm.200800058.Isotherm6;313;9119.36;2.21316
10.1002adfm.200800058.Isotherm6;313;9324.04;2.21905
10.1002adfm.200800058.Isotherm6;313;9551.45;2.21905
10.1002adfm.200800058.Isotherm6;313;9778.87;2.21905
10.1002adfm.200800058.Isotherm6;313;9869.84;2.21905
10.1002adfm.200800058.Isotherm60;343;60.2461;0.149903
10.1002adfm.200800058.Isotherm60;343;107.104;0.274835
10.1002adfm.200800058.Isotherm60;343;147.268;0.412304
10.1002adfm.200800058.Isotherm60;343;180.738;0.543544
10.1002adfm.200800058.Isotherm60;343;214.208;0.662273
10.1002adfm.200800058.Isotherm60;343;227.596;0.718522
10.1002adfm.200800058.Isotherm60;343;240.984;0.774772
10.1002adfm.200800058.Isotherm60;343;281.148;0.937265
10.1002adfm.200800058.Isotherm60;343;294.536;0.993514
10.1002adfm.200800058.Isotherm60;343;304.577;1.05603
10.1002adfm.200800058.Isotherm60;343;331.354;1.17479
10.1002adfm.200800058.Isotherm60;343;344.742;1.23104
10.1002adfm.200800058.Isotherm60;343;354.783;1.29355
10.1002adfm.200800058.Isotherm60;343;368.171;1.3498
10.1002adfm.200800058.Isotherm60;343;378.212;1.40607
10.1002adfm.200800058.Isotherm60;343;391.6;1.46857
10.1002adfm.200800058.Isotherm60;343;401.641;1.52483
10.1002adfm.200800058.Isotherm60;343;415.029;1.58108
10.1002adfm.200800058.Isotherm60;343;428.417;1.64359
10.1002adfm.200800058.Isotherm60;343;441.805;1.69984
10.1002adfm.200800058.Isotherm60;343;458.54;1.75608
10.1002adfm.200800058.Isotherm60;343;471.928;1.81232
10.1002adfm.200800058.Isotherm60;343;488.663;1.86856
10.1002adfm.200800058.Isotherm60;343;505.398;1.91854
10.1002adfm.200800058.Isotherm60;343;528.827;1.9685
10.1002adfm.200800058.Isotherm60;343;552.256;2.0122
10.1002adfm.200800058.Isotherm60;343;579.032;2.04337
10.1002adfm.200800058.Isotherm60;343;609.155;2.06827
10.1002adfm.200800058.Isotherm60;343;659.36;2.0931
10.1002adfm.200800058.Isotherm60;343;692.83;2.09923
10.1002adfm.200800058.Isotherm60;343;722.953;2.11162
10.1002adfm.200800058.Isotherm60;343;766.464;2.11771
10.1002adfm.200800058.Isotherm60;343;796.587;2.12384
10.1002adfm.200800058.Isotherm60;343;830.057;2.12997
10.1002adfm.200800058.Isotherm60;343;860.18;2.14236
10.1002adfm.200800058.Isotherm60;343;893.65;2.14223
10.1002adfm.200800058.Isotherm60;343;927.12;2.14836
10.1002adfm.200800058.Isotherm60;343;960.59;2.15448
10.1002adfm.200800058.Isotherm60;343;980.672;2.16066
10.1002adfm.200800058.Isotherm60;343;1014.14;2.16678
10.1002adfm.200800058.Isotherm60;343;1047.61;2.16665
10.1002adfm.200800058.Isotherm60;343;1087.78;2.17901
10.1002adfm.200800058.Isotherm60;343;1121.25;2.17888
10.1002adfm.200800058.Isotherm60;343;1154.72;2.17874
10.1002adfm.200800058.Isotherm60;343;1184.84;2.18488
10.1002adfm.200800058.Isotherm60;343;1218.31;2.18475
10.1002adfm.200800058.Isotherm60;343;1251.78;2.18462
10.1002adfm.200800058.Isotherm60;343;1281.9;2.19076
10.1002adfm.200800058.Isotherm60;343;1301.98;2.19068
10.1002adfm.200800058.Isotherm60;343;1335.46;2.19681
10.1002adfm.200800058.Isotherm60;343;1368.93;2.19667
10.1002adfm.200800058.Isotherm60;343;1405.74;2.20279
10.1002adfm.200800058.Isotherm60;343;1439.21;2.20266
10.1002adfm.200800058.Isotherm60;343;1472.68;2.20252
10.1002adfm.200800058.Isotherm60;343;1512.85;2.20862
10.1002adfm.200800058.Isotherm60;343;1542.97;2.20851
10.1002adfm.200800058.Isotherm60;343;1576.44;2.21463
10.1002adfm.200800058.Isotherm61;353;50.2051;0.143686
10.1002adfm.200800058.Isotherm61;353;80.3281;0.193614
10.1002adfm.200800058.Isotherm61;353;120.492;0.306061
10.1002adfm.200800058.Isotherm61;353;164.003;0.405983
10.1002adfm.200800058.Isotherm61;353;180.738;0.462219
10.1002adfm.200800058.Isotherm61;353;197.473;0.5122
10.1002adfm.200800058.Isotherm61;353;220.902;0.587178
10.1002adfm.200800058.Isotherm61;353;237.637;0.643414
10.1002adfm.200800058.Isotherm61;353;254.372;0.69965
10.1002adfm.200800058.Isotherm61;353;267.76;0.749644
10.1002adfm.200800058.Isotherm61;353;284.495;0.805881
10.1002adfm.200800058.Isotherm61;353;301.23;0.862117
10.1002adfm.200800058.Isotherm61;353;314.618;0.918366
10.1002adfm.200800058.Isotherm61;353;331.354;0.968347
10.1002adfm.200800058.Isotherm61;353;348.089;1.02458
10.1002adfm.200800058.Isotherm61;353;361.477;1.08083
10.1002adfm.200800058.Isotherm61;353;378.212;1.13707
10.1002adfm.200800058.Isotherm61;353;391.6;1.19332
10.1002adfm.200800058.Isotherm61;353;408.335;1.24956
10.1002adfm.200800058.Isotherm61;353;428.417;1.31829
10.1002adfm.200800058.Isotherm61;353;438.458;1.35579
10.1002adfm.200800058.Isotherm61;353;455.193;1.41202
10.1002adfm.200800058.Isotherm61;353;468.581;1.46827
10.1002adfm.200800058.Isotherm61;353;485.316;1.51825
10.1002adfm.200800058.Isotherm61;353;502.051;1.57449
10.1002adfm.200800058.Isotherm61;353;518.786;1.63072
10.1002adfm.200800058.Isotherm61;353;532.174;1.73702
10.1002adfm.200800058.Isotherm61;353;575.685;1.76187
10.1002adfm.200800058.Isotherm61;353;599.114;1.81183
10.1002adfm.200800058.Isotherm61;353;622.543;1.84927
10.1002adfm.200800058.Isotherm61;353;645.972;1.89922
10.1002adfm.200800058.Isotherm61;353;676.095;1.91162
10.1002adfm.200800058.Isotherm61;353;706.218;1.93027
10.1002adfm.200800058.Isotherm61;353;739.688;1.9489
10.1002adfm.200800058.Isotherm61;353;766.464;1.96131
10.1002adfm.200800058.Isotherm61;353;796.587;1.97996
10.1002adfm.200800058.Isotherm61;353;830.057;1.99234
10.1002adfm.200800058.Isotherm61;353;856.833;2.011
10.1002adfm.200800058.Isotherm61;353;886.956;2.01089
10.1002adfm.200800058.Isotherm61;353;920.426;2.01701
10.1002adfm.200800058.Isotherm61;353;953.896;2.02939
10.1002adfm.200800058.Isotherm61;353;984.019;2.03553
10.1002adfm.200800058.Isotherm61;353;1017.49;2.04165
10.1002adfm.200800058.Isotherm61;353;1050.96;2.05404
10.1002adfm.200800058.Isotherm61;353;1081.08;2.06643
10.1002adfm.200800058.Isotherm61;353;1111.21;2.06631
10.1002adfm.200800058.Isotherm61;353;1144.68;2.07244
10.1002adfm.200800058.Isotherm61;353;1174.8;2.08483
10.1002adfm.200800058.Isotherm61;353;1204.92;2.07846
10.1002adfm.200800058.Isotherm61;353;1238.39;2.09084
10.1002adfm.200800058.Isotherm61;353;1271.86;2.09071
10.1002adfm.200800058.Isotherm61;353;1298.64;2.09686
10.1002adfm.200800058.Isotherm61;353;1332.11;2.10298
10.1002adfm.200800058.Isotherm61;353;1365.58;2.10911
10.1002adfm.200800058.Isotherm61;353;1395.7;2.1215
10.1002adfm.200800058.Isotherm61;353;1425.82;2.11513
10.1002adfm.200800058.Isotherm61;353;1455.95;2.12127
10.1002adfm.200800058.Isotherm61;353;1489.42;2.12739
10.1002adfm.200800058.Isotherm61;353;1522.89;2.12726
10.1002adfm.200800058.Isotherm61;353;1556.36;2.13338
10.1002adfm.200800058.Isotherm61;353;1579.79;2.13329
10.1002adfm.200800058.Isotherm62;363;40.1641;0.0749121
10.1002adfm.200800058.Isotherm62;363;87.0221;0.137286
10.1002adfm.200800058.Isotherm62;363;120.492;0.205969
10.1002adfm.200800058.Isotherm62;363;143.921;0.255923
10.1002adfm.200800058.Isotherm62;363;164.003;0.299635
10.1002adfm.200800058.Isotherm62;363;187.432;0.34959
10.1002adfm.200800058.Isotherm62;363;217.555;0.412029
10.1002adfm.200800058.Isotherm62;363;237.637;0.461997
10.1002adfm.200800058.Isotherm62;363;257.719;0.511965
10.1002adfm.200800058.Isotherm62;363;281.148;0.561919
10.1002adfm.200800058.Isotherm62;363;301.23;0.605631
10.1002adfm.200800058.Isotherm62;363;321.312;0.643087
10.1002adfm.200800058.Isotherm62;363;338.048;0.699323
10.1002adfm.200800058.Isotherm62;363;354.783;0.749304
10.1002adfm.200800058.Isotherm62;363;374.865;0.799271
10.1002adfm.200800058.Isotherm62;363;394.947;0.855495
10.1002adfm.200800058.Isotherm62;363;415.029;0.905462
10.1002adfm.200800058.Isotherm62;363;428.417;0.955456
10.1002adfm.200800058.Isotherm62;363;441.805;0.980427
10.1002adfm.200800058.Isotherm62;363;461.887;1.03039
10.1002adfm.200800058.Isotherm62;363;481.969;1.08036
10.1002adfm.200800058.Isotherm62;363;502.051;1.13033
10.1002adfm.200800058.Isotherm62;363;522.133;1.1803
10.1002adfm.200800058.Isotherm62;363;538.868;1.23028
10.1002adfm.200800058.Isotherm62;363;562.297;1.26772
10.1002adfm.200800058.Isotherm62;363;585.726;1.31767
10.1002adfm.200800058.Isotherm62;363;609.155;1.36137
10.1002adfm.200800058.Isotherm62;363;632.584;1.40507
10.1002adfm.200800058.Isotherm62;363;659.36;1.44876
10.1002adfm.200800058.Isotherm62;363;682.789;1.49246
10.1002adfm.200800058.Isotherm62;363;709.565;1.52989
10.1002adfm.200800058.Isotherm62;363;736.341;1.56732
10.1002adfm.200800058.Isotherm62;363;756.423;1.60477
10.1002adfm.200800058.Isotherm62;363;769.811;1.60472
10.1002adfm.200800058.Isotherm62;363;796.587;1.63589
10.1002adfm.200800058.Isotherm62;363;826.71;1.66706
10.1002adfm.200800058.Isotherm62;363;853.486;1.69823
10.1002adfm.200800058.Isotherm62;363;886.956;1.70435
10.1002adfm.200800058.Isotherm62;363;917.079;1.72926
10.1002adfm.200800058.Isotherm62;363;950.549;1.7479
10.1002adfm.200800058.Isotherm62;363;984.019;1.77279
10.1002adfm.200800058.Isotherm62;363;1017.49;1.78517
10.1002adfm.200800058.Isotherm62;363;1047.61;1.80382
10.1002adfm.200800058.Isotherm62;363;1077.74;1.82247
10.1002adfm.200800058.Isotherm62;363;1107.86;1.83486
10.1002adfm.200800058.Isotherm62;363;1141.33;1.84724
10.1002adfm.200800058.Isotherm62;363;1171.45;1.86589
10.1002adfm.200800058.Isotherm62;363;1204.92;1.87202
10.1002adfm.200800058.Isotherm62;363;1235.04;1.88441
10.1002adfm.200800058.Isotherm62;363;1268.51;1.89053
10.1002adfm.200800058.Isotherm62;363;1298.64;1.90293
10.1002adfm.200800058.Isotherm62;363;1332.11;1.90905
10.1002adfm.200800058.Isotherm62;363;1365.58;1.92143
10.1002adfm.200800058.Isotherm62;363;1395.7;1.92757
10.1002adfm.200800058.Isotherm62;363;1429.17;1.9337
10.1002adfm.200800058.Isotherm62;363;1462.64;1.94608
10.1002adfm.200800058.Isotherm62;363;1492.76;1.95222
10.1002adfm.200800058.Isotherm62;363;1526.23;1.95834
10.1002adfm.200800058.Isotherm62;363;1556.36;1.97073
10.1002adfm.200800058.Isotherm62;363;1589.83;1.97686
10.1002adfm.200800058.Isotherm63;373;46.8581;0.0811416
10.1002adfm.200800058.Isotherm63;373;73.6341;0.118572
10.1002adfm.200800058.Isotherm63;373;123.839;0.180933
10.1002adfm.200800058.Isotherm63;373;150.615;0.218363
10.1002adfm.200800058.Isotherm63;373;177.391;0.262048
10.1002adfm.200800058.Isotherm63;373;207.514;0.305721
10.1002adfm.200800058.Isotherm63;373;234.29;0.343151
10.1002adfm.200800058.Isotherm63;373;257.719;0.380594
10.1002adfm.200800058.Isotherm63;373;284.495;0.424279
10.1002adfm.200800058.Isotherm63;373;317.965;0.474194
10.1002adfm.200800058.Isotherm63;373;344.742;0.511624
10.1002adfm.200800058.Isotherm63;373;371.518;0.549054
10.1002adfm.200800058.Isotherm63;373;394.947;0.586497
10.1002adfm.200800058.Isotherm63;373;431.764;0.642655
10.1002adfm.200800058.Isotherm63;373;455.193;0.680098
10.1002adfm.200800058.Isotherm63;373;481.969;0.723783
10.1002adfm.200800058.Isotherm63;373;508.745;0.761213
10.1002adfm.200800058.Isotherm63;373;538.868;0.811142
10.1002adfm.200800058.Isotherm63;373;562.297;0.848585
10.1002adfm.200800058.Isotherm63;373;589.073;0.886014
10.1002adfm.200800058.Isotherm63;373;615.849;0.9297
10.1002adfm.200800058.Isotherm63;373;649.319;0.973359
10.1002adfm.200800058.Isotherm63;373;676.095;1.01079
10.1002adfm.200800058.Isotherm63;373;702.871;1.04822
10.1002adfm.200800058.Isotherm63;373;729.647;1.07939
10.1002adfm.200800058.Isotherm63;373;753.076;1.11058
10.1002adfm.200800058.Isotherm63;373;779.852;1.14175
10.1002adfm.200800058.Isotherm63;373;809.975;1.17917
10.1002adfm.200800058.Isotherm63;373;836.751;1.21035
10.1002adfm.200800058.Isotherm63;373;860.18;1.23528
10.1002adfm.200800058.Isotherm63;373;890.303;1.26644
10.1002adfm.200800058.Isotherm63;373;920.426;1.29134
10.1002adfm.200800058.Isotherm63;373;950.549;1.3225
10.1002adfm.200800058.Isotherm63;373;963.937;1.33496
10.1002adfm.200800058.Isotherm63;373;994.061;1.35987
10.1002adfm.200800058.Isotherm63;373;1024.18;1.38477
10.1002adfm.200800058.Isotherm63;373;1067.69;1.42214
10.1002adfm.200800058.Isotherm63;373;1097.82;1.44079
10.1002adfm.200800058.Isotherm63;373;1131.29;1.46568
10.1002adfm.200800058.Isotherm63;373;1174.8;1.49679
10.1002adfm.200800058.Isotherm63;373;1204.92;1.51544
10.1002adfm.200800058.Isotherm63;373;1238.39;1.53407
10.1002adfm.200800058.Isotherm63;373;1275.21;1.56521
10.1002adfm.200800058.Isotherm63;373;1305.33;1.58386
10.1002adfm.200800058.Isotherm63;373;1338.8;1.6025
10.1002adfm.200800058.Isotherm63;373;1378.97;1.62736
10.1002adfm.200800058.Isotherm63;373;1409.09;1.63975
10.1002adfm.200800058.Isotherm63;373;1439.21;1.65215
10.1002adfm.200800058.Isotherm63;373;1482.72;1.677
10.1002adfm.200800058.Isotherm63;373;1516.19;1.68313
10.1002adfm.200800058.Isotherm64;383;60.2461;0.0936008
10.1002adfm.200800058.Isotherm64;383;110.451;0.130939
10.1002adfm.200800058.Isotherm64;383;140.574;0.155844
10.1002adfm.200800058.Isotherm64;383;170.697;0.18075
10.1002adfm.200800058.Isotherm64;383;200.82;0.211911
10.1002adfm.200800058.Isotherm64;383;227.596;0.230573
10.1002adfm.200800058.Isotherm64;383;261.066;0.24921
10.1002adfm.200800058.Isotherm64;383;291.189;0.280371
10.1002adfm.200800058.Isotherm64;383;321.312;0.305276
10.1002adfm.200800058.Isotherm64;383;348.089;0.323938
10.1002adfm.200800058.Isotherm64;383;378.212;0.348844
10.1002adfm.200800058.Isotherm64;383;411.682;0.373736
10.1002adfm.200800058.Isotherm64;383;441.805;0.398641
10.1002adfm.200800058.Isotherm64;383;471.928;0.423546
10.1002adfm.200800058.Isotherm64;383;502.051;0.448452
10.1002adfm.200800058.Isotherm64;383;532.174;0.473357
10.1002adfm.200800058.Isotherm64;383;562.297;0.492006
10.1002adfm.200800058.Isotherm64;383;592.42;0.516912
10.1002adfm.200800058.Isotherm64;383;622.543;0.541817
10.1002adfm.200800058.Isotherm64;383;652.666;0.566722
10.1002adfm.200800058.Isotherm64;383;682.789;0.591627
10.1002adfm.200800058.Isotherm64;383;712.912;0.616533
10.1002adfm.200800058.Isotherm64;383;746.382;0.641425
10.1002adfm.200800058.Isotherm64;383;776.505;0.66633
10.1002adfm.200800058.Isotherm64;383;806.628;0.691235
10.1002adfm.200800058.Isotherm64;383;836.751;0.71614
10.1002adfm.200800058.Isotherm64;383;870.221;0.734777
10.1002adfm.200800058.Isotherm64;383;896.997;0.759695
10.1002adfm.200800058.Isotherm64;383;927.12;0.7846
10.1002adfm.200800058.Isotherm64;383;957.243;0.815761
10.1002adfm.200800058.Isotherm64;383;987.366;0.834411
10.1002adfm.200800058.Isotherm64;383;1017.49;0.859316
10.1002adfm.200800058.Isotherm64;383;1050.96;0.884208
10.1002adfm.200800058.Isotherm64;383;1081.08;0.902858
10.1002adfm.200800058.Isotherm64;383;1111.21;0.927763
10.1002adfm.200800058.Isotherm64;383;1141.33;0.952668
10.1002adfm.200800058.Isotherm64;383;1171.45;0.971318
10.1002adfm.200800058.Isotherm64;383;1201.57;0.996223
10.1002adfm.200800058.Isotherm64;383;1235.04;1.01486
10.1002adfm.200800058.Isotherm64;383;1265.17;1.03976
10.1002adfm.200800058.Isotherm64;383;1295.29;1.05841
10.1002adfm.200800058.Isotherm64;383;1325.41;1.08958
10.1002adfm.200800058.Isotherm64;383;1355.54;1.10822
10.1002adfm.200800058.Isotherm64;383;1389.01;1.13312
10.1002adfm.200800058.Isotherm64;383;1419.13;1.15177
10.1002adfm.200800058.Isotherm64;383;1449.25;1.17042
10.1002adfm.200800058.Isotherm64;383;1482.72;1.19531
10.1002adfm.200800058.Isotherm64;383;1512.85;1.21396
10.1002adfm.200800058.Isotherm64;383;1542.97;1.23886
10.1002adfm.200800058.Isotherm64;383;1573.09;1.26377
10.1002adfm.200800058.Isotherm65;393;127.186;0.0745718
10.1002adfm.200800058.Isotherm65;393;160.656;0.0932082
10.1002adfm.200800058.Isotherm65;393;190.779;0.111858
10.1002adfm.200800058.Isotherm65;393;220.902;0.130507
10.1002adfm.200800058.Isotherm65;393;251.025;0.142901
10.1002adfm.200800058.Isotherm65;393;284.495;0.161537
10.1002adfm.200800058.Isotherm65;393;317.965;0.173918
10.1002adfm.200800058.Isotherm65;393;348.089;0.192567
10.1002adfm.200800058.Isotherm65;393;381.559;0.204948
10.1002adfm.200800058.Isotherm65;393;411.682;0.223598
10.1002adfm.200800058.Isotherm65;393;445.152;0.235978
